,id,recipeName,cook_time_minutes,prep_time_minutes,total_time_minutes,num_servings,tag_list,ingredient_list,cleanedIngredientList
141,6748.0,Vampire Donuts,,,,8.0,"['easy', 'desserts', 'halloween', 'special_occasion', 'indulgent_sweets', '5_ingredients_or_less', 'dairy_free']","['donuts', 'candy eyes', 'blood']","['donuts', 'candy eyes', 'blood']"
142,6747.0,Bloody Cupcakes,,,,8.0,"['indulgent_sweets', 'halloween', 'desserts', 'special_occasion', 'dairy_free']","['water', 'light corn syrup', 'granulated sugar', 'cornstarch']","['water', 'light corn syrup', 'granulated sugar', 'cornstarch']"
143,6749.0,Chocolate Cake Graveyard,,,,5.0,"['halloween', 'no_bake_desserts', 'indulgent_sweets', 'dairy_free', 'vegan', 'vegetarian']","['oval-shaped chocolate-filled sandwich cookies', 'black gel icing', 'chocolate iced sheet cake', 'chocolate sandwich cookies', 'coconut flakes']","['oval-shaped chocolate-filled sandwich cookies', 'black gel icing', 'chocolate iced sheet cake', 'chocolate sandwich cookies', 'coconut flakes']"
144,1753.0,Pesto & Parmesan Avocado Toast,,,,1.0,"['easy', 'healthy', 'breakfast', 'brunch', 'american', 'chefs_knife', 'cutting_board', 'low_carb', 'high_fiber', '5_ingredients_or_less', 'vegetarian', 'green']","['bread', 'avocado', 'pesto', 'parmesan cheese']","['bread', 'avocado', 'pesto', 'parmesan cheese']"
145,6716.0,Mickey Mummy Macaron,20.0,30.0,110.0,6.0,"['spatula', 'dry_measuring_cups', 'oven', 'baking_pan', 'measuring_spoons', 'cooling_rack', 'indulgent_sweets', 'mixing_bowl', 'fall', 'sieve', 'desserts', 'halloween', 'bake', 'dairy_free']","['powdered sugar', 'finely ground almond flour', 'kosher salt', 'egg white', 'granulated sugar', 'vanilla extract', 'white food coloring gel']","['powdered sugar', 'finely ground almond flour', 'kosher salt', 'egg white', 'granulated sugar', 'vanilla extract', 'white food coloring gel']"
146,6715.0,Mike Wazowski Dome Cakes,15.0,15.0,60.0,6.0,"['dry_measuring_cups', 'oven', 'measuring_spoons', 'halloween', 'indulgent_sweets', 'cooling_rack', 'desserts', 'baking_pan', 'oven_mitts', 'bake', 'fall', 'under_1_hour']","['nonstick cooking spray', 'chocolate cake mix', 'whole milk', 'large egg', 'large egg yolk', 'vegetable oil']","['nonstick cooking spray', 'chocolate cake mix', 'whole milk', 'large egg', 'large egg yolk', 'vegetable oil']"
147,6714.0,Snow White Poison Candy Apples,20.0,10.0,35.0,4.0,"['baking_pan', 'stove_top', 'lollipop_sticks', 'indulgent_sweets', 'sauce_pan', 'measuring_spoons', 'liquid_measuring_cup', 'wax_paper', 'halloween', 'desserts', 'snacks', 'fall', 'under_45_minutes', 'under_1_hour', 'dairy_free']","['honeycrisp apple', 'sugar', 'water', 'light corn syrup', 'red food coloring', 'neon green candy melts', 'canola oil']","['honeycrisp apple', 'sugar', 'water', 'light corn syrup', 'red food coloring', 'neon green candy melts', 'canola oil']"
148,6713.0,Minnie Mouse Halloween Cupcakes,20.0,10.0,40.0,18.0,"['oven', 'measuring_spoons', 'halloween', 'sieve', 'dry_measuring_cups', 'indulgent_sweets', 'big_batch', 'liquid_measuring_cup', 'bake', 'cupcake_pan', 'fall', 'desserts', 'under_45_minutes', 'under_1_hour']","['white chocolate chip', 'orange food coloring']","['white chocolate chip', 'orange food coloring']"
149,6695.0,Halloween Charbooterie Board,30.0,20.0,75.0,6.0,"['baking_pan', 'parchment_paper', 'chefs_knife', 'cutting_board', 'appetizers', 'special_occasion', 'halloween', 'high_protein', 'high_fiber', 'vegetarian']","['mozzarella string cheese', 'pimiento-stuffed green olives']","['mozzarella string cheese', 'pimiento-stuffed green olives']"
150,1739.0,Maple Cinnamon Roasted Chickpeas,,,,4.0,"['oven', 'easy', 'snacks', 'bake', 'healthy', 'gluten_free', 'casual_party', 'high_fiber', '5_ingredients_or_less', 'dairy_free', 'vegan', 'vegetarian']","['chickpeas', 'olive oil', 'cinnamon', 'sea salt', 'maple syrup']","['chickpeas', 'olive oil', 'cinnamon', 'sea salt', 'maple syrup']"
151,6684.0,Chocolate Cookie Spiders,,,,12.0,"['halloween', 'special_occasion', 'easy', 'snacks', 'appetizers', 'low_carb', 'low_calorie', 'low_sugar', '5_ingredients_or_less', 'dairy_free', 'vegan', 'vegetarian']","['black shoestring licorice', 'chocolate sandwich cookies', 'chocolate frosting', 'mini chocolate candies']","['black shoestring licorice', 'chocolate sandwich cookies', 'chocolate frosting', 'mini chocolate candies']"
152,6683.0,Vampire Smiles,,,,4.0,"['halloween', 'appetizers', 'special_occasion', 'easy', 'snacks', 'low_calorie', '5_ingredients_or_less', 'vegetarian']","['apple', 'mini marshmallows', 'creamy peanut butter']","['apple', 'mini marshmallows', 'creamy peanut butter']"
153,6682.0,Ghoul And Ghost Dippers,,,,8.0,"['baking_pan', 'oven_mitts', 'appetizers', 'halloween', 'special_occasion', 'oven', 'bake', 'snacks', 'easy', 'low_calorie', 'low_fat', '5_ingredients_or_less', 'dairy_free', 'vegan', 'vegetarian']","['pizza dough', 'kosher salt', 'marinara sauce']","['pizza dough', 'kosher salt', 'marinara sauce']"
154,6681.0,Peanut Butter Mummies,,,,12.0,"['baking_pan', 'parchment_paper', 'mixing_bowl', 'special_occasion', 'indulgent_sweets', 'desserts', 'halloween', 'easy', '5_ingredients_or_less']","['white candy melts', 'peanut butter sandwich cookies', 'candy eyes']","['white candy melts', 'peanut butter sandwich cookies', 'candy eyes']"
155,6680.0,Mummy Dogs,,,,6.0,"['baking_pan', 'parchment_paper', 'oven_mitts', 'special_occasion', 'halloween', 'appetizers', 'easy', 'oven', 'bake', 'low_carb', '5_ingredients_or_less', 'dairy_free', 'vegan', 'vegetarian', 'keto']","['crescent roll dough', 'hot dog', 'yellow mustard']","['crescent roll dough', 'hot dog', 'yellow mustard']"
156,1179.0,Rainbow Sprinkle Cinnamon Rolls,,,,7.0,"['oven', 'american', 'indulgent_sweets', 'bake', 'brunch', 'chefs_knife', 'cutting_board', 'cake_pan', 'mixing_bowl', 'plastic_wrap', 'pyrex', 'wooden_spoon', 'oven_mitts', 'special_occasion', 'measuring_spoons', 'dry_measuring_cups', 'breakfast', 'charcuterie_breakfast']","['warm water', 'active dry yeast', 'vanilla cake mix', 'flour', 'rainbow sprinkles']","['warm water', 'active dry yeast', 'vanilla cake mix', 'flour', 'rainbow sprinkles']"
157,4487.0,Spider Deviled Eggs,0.0,,,16.0,"['american', 'kid_friendly', 'mixing_bowl', 'pyrex', 'spatula', 'measuring_spoons', 'liquid_measuring_cup', 'tongs', 'zipper_storage_bags', 'appetizers', 'halloween', 'special_occasion', 'casual_party', 'fall', 'low_calorie', 'dairy_free', 'vegetarian']","['hard-boiled egg', 'large storage bag', 'black food coloring', 'water', 'mayonnaise', 'mustard', 'green food coloring', 'black olive']","['hard-boiled egg', 'large storage bag', 'black food coloring', 'water', 'mayonnaise', 'mustard', 'green food coloring', 'black olive']"
158,4488.0,Skull Candy Apple,0.0,,,1.0,"['american', 'kid_friendly', 'snacks', 'halloween', '5_ingredients_or_less', 'dairy_free', 'vegan', 'vegetarian']","['red delicious apple', 'white chocolate', 'red gel frosting']","['red delicious apple', 'white chocolate', 'red gel frosting']"
159,4486.0,Meathead Charcuterie,0.0,,,1.0,"['plastic_wrap', 'halloween', 'special_occasion', 'casual_party', 'charcuterie_inspiration', 'low_calorie', 'low_fat', '5_ingredients_or_less', 'dairy_free']","['prosciutto', 'pickled olive']","['prosciutto', 'pickled olive']"
160,8258.0,Gyro Chicken Salad,,,,2.0,"['grill', 'greek', 'lunch']","['boneless, skinless chicken breast', 'olive oil', 'Grill Mates® Montreal Chicken Seasoning']","['boneless, skinless chicken breast', 'olive oil', 'grill mates® montreal chicken seasoning']"
161,8242.0,Traditional Tiropita,40.0,7.0,48.0,9.0,"['under_1_hour', 'spatula', 'mixing_bowl', 'oven', 'bake', 'greek', 'bakery_goods', 'vegetarian']","['greek feta cheese', 'cream cheese', 'medium egg', 'fresh dill', 'kosher salt', 'freshly ground black pepper', 'unsalted butter', 'filo dough']","['greek feta cheese', 'cream cheese', 'medium egg', 'fresh dill', 'kosher salt', 'freshly ground black pepper', 'unsalted butter', 'filo dough']"
162,8033.0,Skillet Spanakopita,53.0,15.0,83.0,8.0,"['oven', 'greek', 'mccormick_seasoned_pro', 'stove_top', 'dry_measuring_cups', 'cast_iron_pan', 'measuring_spoons', 'weeknight', 'mixing_bowl', 'bakery_goods', 'dinner', 'special_occasion', 'bake', 'whisk', 'low_carb', 'low_calorie', 'low_sugar', 'vegetarian']","['unsalted butter', 'olive oil', 'medium white onion', 'scallions', 'kosher salt', 'ground nutmeg', 'frozen spinach', 'fresh dill', 'fresh parsley', 'fresh mint', 'sugar', 'large egg', 'feta cheese', 'frozen phyllo']","['unsalted butter', 'olive oil', 'medium white onion', 'scallions', 'kosher salt', 'ground nutmeg', 'frozen spinach', 'fresh dill', 'fresh parsley', 'fresh mint', 'sugar', 'large egg', 'feta cheese', 'frozen phyllo']"
163,8003.0,Melomakarona,105.0,10.0,835.0,24.0,"['liquid_measuring_cup', 'whisk', 'measuring_spoons', 'spatula', 'dry_measuring_cups', 'mixing_bowl', 'baking_pan', 'sauce_pan', 'ice_cream_scoop', 'greek', 'bake', 'big_batch', 'desserts', 'indulgent_sweets', 'christmas', 'bakery_goods', 'parchment_paper', 'special_occasion', 'stove_top', 'oven', 'low_calorie', 'dairy_free']","['granulated sugar', 'kosher salt', 'lemon juice', 'honey', 'whole clove', 'cinnamon stick', 'cold water']","['granulated sugar', 'kosher salt', 'lemon juice', 'honey', 'whole', 'cinnamon stick', 'cold water']"
164,6858.0,Portokalopita,60.0,30.0,90.0,8.0,"['measuring_spoons', 'hand_mixer', 'liquid_measuring_cup', 'mixing_bowl', 'indulgent_sweets', 'greek', 'casual_party', 'cake_pan', 'desserts', 'bake', 'oven', 'dry_measuring_cups', 'whisk']","['nonstick cooking spray', 'phyllo dough sheets', 'sugar', 'large egg', 'sunflower oil', 'baking powder', 'vanilla extract', 'unwaxed oranges', 'full fat greek yogurt']","['nonstick cooking spray', 'phyllo dough sheets', 'sugar', 'large egg', 'sunflower oil', 'baking powder', 'vanilla extract', 'unwaxed oranges', 'full fat greek yogurt']"
165,571.0,Feta-stuffed Falafel Burgers,,,,4.0,"['blender', 'stove_top', 'american', 'comfort_food', 'dinner', 'greek', 'fusion', 'dry_measuring_cups', 'chefs_knife', 'cutting_board', 'measuring_spoons', 'saute_pan', 'spatula']","['chickpeas', 'garlic', 'red onion', 'ground cumin', 'harissa paste', 'plain flour', 'fresh parsley', 'fresh coriander', 'feta cheese']","['chickpeas', 'garlic', 'red onion', 'ground cumin', 'harissa paste', 'plain flour', 'fresh parsley', 'fresh coriander', 'feta cheese']"
166,4698.0,Baklava,0.0,0.0,,10.0,"['baking_pan', 'desserts', 'pyrex', 'oven', 'indulgent_sweets', 'food_processor', 'parchment_paper', 'tasty_cookbook', 'liquid_measuring_cup', 'middle_eastern', 'bake', 'cutting_board', 'chefs_knife', 'mixing_bowl', 'oven_mitts', 'dry_measuring_cups', 'measuring_spoons', 'sauce_pan', 'spatula', 'stove_top', 'special_occasion', 'date_night', 'christmas', 'greek']","['sugar', 'water', 'lemon juice']","['sugar', 'water', 'lemon juice']"
167,748.0,Healthy White Bean Dip Snack-Prep,,,,4.0,"['easy', 'oven', 'healthy', 'food_processor', 'meal_prep', 'gluten_free', 'snacks', 'greek', 'fusion', 'middle_eastern', 'bake', 'cutting_board', 'chefs_knife', 'pyrex', 'tongs', 'parchment_paper', 'baking_pan', 'oven_mitts', 'casual_party', 'game_day', 'charcuterie_dips']","['medium eggplant', 'red bell pepper', 'olive oil', 'canned cannellini', 'garlic cloves', 'fresh parsley', 'lemon juice', 'salt', 'black pepper', 'red pepper flakes']","['medium eggplant', 'red bell pepper', 'olive oil', 'canned cannellini', 'garlic cloves', 'fresh parsley', 'lemon juice', 'salt', 'black pepper', 'red pepper flakes']"
168,4298.0,Mediterranean Meal Prep,,,,4.0,"['food_processor', 'tupperware', 'cutting_board', 'wooden_spoon', 'saute_pan', 'meal_prep', 'chefs_knife', 'healthy', 'stove_top', 'liquid_measuring_cup', 'easy', 'greek', 'measuring_spoons', 'lunch', 'pyrex', 'mixing_bowl', 'dry_measuring_cups', 'spatula', 'high_fiber', 'vegetarian', 'walmart_meal_planning']","['chickpeas', 'garlic', 'paprika', 'sea salt', 'cumin', 'lemon', 'olive oil', 'water', 'red pepper flakes']","['chickpeas', 'garlic', 'paprika', 'sea salt', 'cumin', 'lemon', 'olive oil', 'water', 'red pepper flakes']"
169,4045.0,Chicken Gyro Sliders,,,,12.0,"['greek', 'game_day', 'dinner', 'oven', 'mixing_bowl', 'american', 'spatula', 'casual_party', 'fusion', 'baking_pan', 'oven_mitts', 'dry_measuring_cups', 'liquid_measuring_cup', 'measuring_spoons', 'pyrex', 'plastic_wrap', 'low_carb']","['greek yogurt', 'paprika', 'dried oregano', 'ground coriander', 'cumin', 'garlic', 'cayenne', 'cinnamon', 'pepper', 'tahini paste', 'olive oil', 'salt', 'boneless, skinless chicken thighs']","['greek yogurt', 'paprika', 'dried oregano', 'ground coriander', 'cumin', 'garlic', 'cayenne', 'cinnamon', 'pepper', 'tahini paste', 'olive oil', 'salt', 'boneless, skinless chicken thighs']"
170,3674.0,3-Way Party Fajitas Kebab,,,,15.0,"['oven', 'mexican', 'fusion', 'special_occasion', 'baking_pan', 'big_batch', 'cutting_board', 'chefs_knife', 'plastic_wrap', 'mixing_bowl', 'pyrex', 'tongs', 'parchment_paper', 'greek', 'measuring_spoons', 'liquid_measuring_cup', 'oven_mitts', 'bake', 'casual_party', 'appetizers', 'rolling_pin', 'dry_measuring_cups', 'high_protein', 'low_sugar']","['boneless, skinless chicken thighs', 'skirt steak', 'boneless pork shoulder', 'salt', 'black pepper', 'paprika', 'chili powder', 'cumin', 'garlic', 'lime juice', 'large white onion', 'large white onion', 'green bell pepper', 'red bell pepper', 'yellow bell pepper', 'olive oil', 'corn tortilla', 'guacamole', 'sour cream', 'pico de gallo']","['boneless, skinless chicken thighs', 'skirt steak', 'boneless pork shoulder', 'salt', 'black pepper', 'paprika', 'chili powder', 'cumin', 'garlic', 'lime juice', 'large white onion', 'large white onion', 'green bell pepper', 'red bell pepper', 'yellow bell pepper', 'olive oil', 'corn tortilla', 'guacamole', 'sour cream', 'pico de gallo']"
171,3400.0,Chicken Spinach Feta Pie,,,,8.0,"['stove_top', 'oven', 'comfort_food', 'stuffed', 'dinner', 'mixing_bowl', 'cast_iron_pan', 'spatula', 'greek', 'bake', 'chefs_knife', 'oven_mitts', 'measuring_spoons', 'pyrex', 'saute_pan', 'tongs', 'dry_measuring_cups', 'cutting_board', 'cake_pan', 'every_occasion', 'low_carb', 'high_protein', 'low_sugar', 'keto']","['boneless, skinless chicken breast', 'salt', 'pepper', 'garlic', 'greek oregano', 'olive oil', 'ricotta cheese', 'frozen spinach', 'feta cheese', 'green onion', 'egg', 'fresh dill', 'phyllo dough', 'butter', 'red onion', 'kalamata olive', 'tomato']","['boneless, skinless chicken breast', 'salt', 'pepper', 'garlic', 'greek oregano', 'olive oil', 'ricotta cheese', 'frozen spinach', 'feta cheese', 'green onion', 'egg', 'fresh dill', 'phyllo dough', 'butter', 'red onion', 'kalamata olive', 'tomato']"
172,3326.0,Greek Chicken Gyro Salad,,,,1.0,"['greek', 'lunch', 'healthy', 'easy', 'wooden_spoon', 'tongs', 'mixing_bowl', 'saute_pan', 'chefs_knife', 'cutting_board', 'measuring_spoons', 'oven_mitts', 'baking_pan', 'high_protein', 'high_fiber']","['plain nonfat greek yogurt', 'cucumber', 'lemon juice', 'olive oil', 'garlic', 'salt']","['plain nonfat greek yogurt', 'cucumber', 'lemon juice', 'olive oil', 'garlic', 'salt']"
173,3273.0,Chicken Enchilada-Stuffed Zucchini Boats,,,,1.0,"['mexican', 'oven', 'healthy', 'liquid_measuring_cup', 'mixing_bowl', 'cutting_board', 'pan_fry', 'stove_top', 'dinner', 'bake', 'lunch', 'oven_mitts', 'baking_pan', 'fusion', 'greek', 'easy', 'stuffed', 'chefs_knife', 'saute_pan', 'measuring_spoons', 'weeknight', 'date_night', 'chop_champ', 'high_protein', 'high_fiber']","['boneless, skinless chicken breast', 'salt', 'ground black pepper', 'chili powder', 'olive oil', 'salsa', 'zucchini', 'shredded cheddar cheese', 'roma tomato', 'avocado', 'chopped cilantro', 'lime']","['boneless, skinless chicken breast', 'salt', 'ground black pepper', 'chili powder', 'olive oil', 'salsa', 'zucchini', 'shredded cheddar cheese', 'roma tomato', 'avocado', 'chopped cilantro', 'lime']"
174,2535.0,Chicken Gyros,,,,8.0,"['greek', 'american', 'fusion', 'oven', 'kid_friendly', 'comfort_food', 'big_batch', 'dinner', 'bake', 'special_occasion', 'casual_party', 'cutting_board', 'cheese_grater', 'baking_pan', 'cast_iron_pan', 'cooling_rack', 'measuring_spoons', 'liquid_measuring_cup', 'dry_measuring_cups', 'oven_mitts', 'pyrex', 'mixing_bowl', 'whisk', 'paper_napkins', 'plastic_wrap', 'high_protein']","['boneless, skinless chicken thighs', 'large yellow onion', 'wooden skewers']","['boneless, skinless chicken thighs', 'large yellow onion', 'wooden skewers']"
175,2063.0,Freeze & Bake Chicken Pot Pies,,,,6.0,"['stove_top', 'oven', 'freezer', 'american', 'greek', 'fusion', 'kid_friendly', 'comfort_food', 'easy', 'meal_prep', 'big_batch', 'dinner', 'bake', 'pan_fry', 'weeknight', 'wooden_spoon', 'rolling_pin', 'chefs_knife', 'sauce_pan', 'cutting_board', 'dry_measuring_cups', 'pyrex', 'liquid_measuring_cup', 'baking_pan', 'oven_mitts', 'high_fiber']","['butter', 'onion', 'celery', 'large carrot', 'milk', 'chicken broth', 'flour', 'rotisserie chicken', 'frozen peas', 'salt', 'pepper', 'refrigerated pie crust']","['butter', 'onion', 'celery', 'large carrot', 'milk', 'chicken broth', 'flour', 'rotisserie chicken', 'frozen peas', 'salt', 'pepper', 'refrigerated pie crust']"
176,1854.0,Greek Salad Dressing,,,,16.0,"['greek', 'easy', 'measuring_spoons', 'liquid_measuring_cup', 'low_calorie', 'dairy_free', 'vegan', 'vegetarian']","['kalamata olive', 'garlic', 'fresh oregano', 'lemon juice', 'salt', 'pepper', 'red wine vinegar', 'extra virgin olive oil']","['kalamata olive', 'garlic', 'fresh oregano', 'lemon juice', 'salt', 'pepper', 'red wine vinegar', 'extra virgin olive oil']"
177,1026.0,Turkey Sausage Breakfast Burrito,,,,6.0,"['stove_top', 'greek', 'mexican', 'comfort_food', 'breakfast', 'brunch', 'strainer', 'saute_pan', 'wooden_spoon', 'measuring_spoons', 'dry_measuring_cups']","['coconut oil', 'turkey sausage', 'cannellini bean', 'diced tomato', 'salt', 'black pepper', 'dried thyme', 'egg', 'spinach', 'greek yogurt', 'ripe avocado', 'whole wheat flour tortillas']","['coconut oil', 'turkey sausage', 'cannellini bean', 'diced tomato', 'salt', 'black pepper', 'dried thyme', 'egg', 'spinach', 'greek yogurt', 'ripe avocado', 'whole wheat flour tortillas']"
178,744.0,Greek Spinach Pies (Spanakopita),,,,8.0,"['dinner', 'casual_party', 'bake', 'pan_fry', 'fusion', 'stove_top', 'date_night', 'oven', 'greek', 'american', 'healthy', 'stuffed', 'measuring_spoons', 'dry_measuring_cups', 'pyrex', 'wooden_spoon', 'saute_pan', 'baking_pan', 'parchment_paper', 'mixing_bowl', 'homemade_holiday']","['olive oil', 'green onion', 'fresh spinach', 'garlic', 'feta cheese', 'ricotta cheese', 'fresh dill', 'fresh parsley', 'salt', 'pepper', 'phyllo dough']","['olive oil', 'green onion', 'fresh spinach', 'garlic', 'feta cheese', 'ricotta cheese', 'fresh dill', 'fresh parsley', 'salt', 'pepper', 'phyllo dough']"
179,1067.0,Frozen Yogurt Granola Cups,,,,12.0,"['microwave', 'american', 'greek', 'fusion', 'kid_friendly', 'indulgent_sweets', 'no_bake_desserts', 'casual_party', 'breakfast', 'brunch', 'baking_cups', 'pyrex', 'spatula', 'cutting_board', 'chefs_knife', 'measuring_spoons', 'dry_measuring_cups', 'mixing_bowl', 'freezer', 'charcuterie_breakfast']","['peanut butter', 'honey', 'granola', 'greek yogurt', 'strawberry', 'blueberry', 'dark chocolate']","['peanut butter', 'honey', 'granola', 'greek yogurt', 'strawberry', 'blueberry', 'dark chocolate']"
180,214.0,Healthy Mediterranean Salad,,,,2.0,"['oven', 'easy', 'greek', 'bake', 'american', 'healthy', 'fusion', 'lunch', 'measuring_spoons', 'baking_pan', 'oven_mitts', 'mixing_bowl', 'pyrex', 'dry_measuring_cups', 'spatula']","['chicken breast', 'olive oil', 'lemon juice', 'garlic', 'fresh dill', 'salt', 'pepper']","['chicken breast', 'olive oil', 'lemon juice', 'garlic', 'fresh dill', 'salt', 'pepper']"
181,885.0,Makaronia Tou Fournou By Hannah Simone,,,,12.0,"['big_batch', 'comfort_food', 'bake', 'greek', 'casual_party', 'dinner', 'bbq', 'wok', 'stove_top', 'weeknight', 'oven', 'measuring_spoons', 'liquid_measuring_cup', 'dry_measuring_cups', 'sauce_pan', 'wooden_spoon', 'chefs_knife', 'cutting_board', 'cheese_grater', 'cake_pan', 'contains_alcohol']","['red wine', 'garlic cloves', 'onion', 'ground pork', 'cinnamon', 'dried mint', 'black pepper', 'halloumi cheese', 'ziti pasta', 'butter', 'flour', 'milk', 'paprika', 'fresh parsley']","['red wine', 'garlic cloves', 'onion', 'ground pork', 'cinnamon', 'dried mint', 'black pepper', 'halloumi cheese', 'ziti pasta', 'butter', 'flour', 'milk', 'paprika', 'fresh parsley']"
182,561.0,Healthy Meal-prep Chicken Salad Pockets,,,,4.0,"['meal_prep', 'healthy', 'american', 'stuffed', 'lunch', 'dry_measuring_cups', 'pyrex', 'mixing_bowl', 'measuring_spoons', 'spatula', 'easy', 'greek', 'fusion', 'chefs_knife', 'cutting_board']","['chicken', 'fat free plain greek yogurt', 'celery', 'sweet relish', 'dijon mustard', 'scallion', 'garlic powder', 'paprika', 'salt', 'pepper', 'lettuce', 'cherry tomato', 'pita bread']","['chicken', 'fat free plain greek yogurt', 'celery', 'sweet relish', 'dijon mustard', 'scallion', 'garlic powder', 'paprika', 'salt', 'pepper', 'lettuce', 'cherry tomato', 'pita bread']"
183,25.0,Beef Kebab With Garlic Sauce,,,,9.0,"['spring', 'summer', 'food_processor', 'grill', 'dinner', 'bbq', 'american', 'game_day', 'healthy', 'greek', 'zipper_storage_bags', 'measuring_spoons', 'liquid_measuring_cup', 'dry_measuring_cups', 'tongs', 'pyrex']",['nonstick cooking spray'],['nonstick cooking spray']
184,8157.0,How To Make The Best Baked Mac And Cheese,45.0,10.0,60.0,8.0,"['oven', 'measuring_spoons', 'stove_top', 'comfort_food', 'broiler', 'cutting_board', 'spatula', 'mixing_bowl', 'pyrex', 'liquid_measuring_cup', 'cheese_grater', 'american', 'sauce_pan', 'bake', 'chefs_knife', 'low_sugar', 'under_1_hour', 'vegetarian']","['kosher salt', 'dried pasta shells', 'shredded sharp cheddar cheese', 'american cheese', 'cornstarch', 'unsalted butter', 'mustard powder', 'cayenne pepper', 'whole milk', 'heavy cream', 'large egg', 'shredded mozzarella cheese', 'parmesan cheese']","['kosher salt', 'dried pasta shells', 'shredded sharp cheddar cheese', 'american cheese', 'cornstarch', 'unsalted butter', 'mustard powder', 'cayenne pepper', 'whole milk', 'heavy cream', 'large egg', 'shredded mozzarella cheese', 'parmesan cheese']"
185,7945.0,Best Beef Brisket,385.0,30.0,1105.0,10.0,"['strainer', 'liquid_measuring_cup', 'baking_pan', 'one_pot_or_pan', 'comfort_food', 'whisk', 'offset_spatula', 'chefs_knife', 'mixing_bowl', 'stove_top', 'wooden_spoon', 'oven', 'dinner', 'broiler', 'bake', 'fall', 'weeknight', 'winter', 'special_occasion', 'dairy_free']","['flat cut brisket', 'kosher salt', 'freshly ground black pepper', 'low sodium beef broth', 'tomato puree', 'red wine vinegar', 'honey', 'sweet paprika', 'garlic powder', 'ground cumin', 'fresh thyme', 'dried bay leaf', 'whole black peppercorn', 'olive oil', 'medium yellow onion', 'carrot', 'dry red wine']","['flat cut brisket', 'kosher salt', 'freshly ground black pepper', 'low sodium beef broth', 'tomato puree', 'red wine vinegar', 'honey', 'sweet paprika', 'garlic powder', 'ground cumin', 'fresh thyme', 'dried bay leaf', 'whole black peppercorn', 'olive oil', 'medium yellow onion', 'carrot', 'dry red wine']"
186,7923.0,Cauliflower Purée,10.0,10.0,,8.0,"['oven', 'broiler', 'chefs_knife', 'blender', 'sides', 'sauce_pan', 'big_batch', 'comfort_food', 'low_calorie', 'low_sugar', 'under_30_minutes', 'under_45_minutes', 'under_1_hour', 'vegetarian']","['medium head of cauliflower', 'full-fat coconut milk', 'nutritional yeast', 'garlic powder', 'kosher salt', 'nutmeg']","['medium head of cauliflower', 'full-fat coconut milk', 'nutritional yeast', 'garlic powder', 'kosher salt', 'nutmeg']"
187,7802.0,Bagel Chips And Lox Dip,,,,5.0,"['dry_measuring_cups', 'broiler', 'easy', 'mixing_bowl', 'measuring_spoons', 'baking_pan', 'spatula', 'snacks', 'appetizers', 'bake', 'low_sugar', 'pescatarian']","['bagel', 'olive oil']","['bagel', 'olive oil']"
188,7718.0,How To Make The Creamiest Butter Chicken,60.0,30.0,270.0,4.0,"['stove_top', 'food_processor', 'measuring_spoons', 'blender', 'broiler', 'pyrex', 'weeknight', 'comfort_food', 'dry_measuring_cups', 'baking_pan', 'lunch', 'dinner', 'saute_pan', 'indian', 'liquid_measuring_cup', 'special_occasion', 'high_protein', 'high_fiber']","['dried bay leaf', 'whole cinnamon sticks', 'whole clove', 'whole black cardamom pod', 'whole black peppercorn', 'whole cumin seeds', 'whole coriander', 'whole nutmeg pod']","['dried bay leaf', 'whole cinnamon sticks', 'whole', 'whole black cardamom pod', 'whole black peppercorn', 'whole cumin seeds', 'whole coriander', 'whole nutmeg pod']"
189,7541.0,Beauty And The Beast-Inspired French Bread Pizza,155.0,20.0,175.0,2.0,"['stove_top', 'fusion', 'dry_measuring_cups', 'measuring_spoons', 'liquid_measuring_cup', 'broiler', 'oven', 'comfort_food', 'kid_friendly', 'lunch', 'bake', 'special_occasion', 'dinner']","['unsalted butter', 'medium sweet onion', 'kosher salt', 'all-purpose flour', 'sherry wine', 'low sodium beef broth', 'fresh thyme', 'dried bay leaf', 'freshly ground black pepper', 'french bread', 'olive oil', 'shredded fontina cheese', 'shredded gruyère cheese', 'salami', 'fresh parsley']","['unsalted butter', 'medium sweet onion', 'kosher salt', 'all-purpose flour', 'sherry wine', 'low sodium beef broth', 'fresh thyme', 'dried bay leaf', 'freshly ground black pepper', 'french bread', 'olive oil', 'shredded fontina cheese', 'shredded gruyère cheese', 'salami', 'fresh parsley']"
190,7532.0,Old Fashioned Burger,65.0,15.0,90.0,4.0,"['saute_pan', 'stove_top', 'oven', 'broiler', 'american', 'liquid_measuring_cup', 'comfort_food', 'dry_measuring_cups', 'measuring_spoons', 'pan_fry', 'bbq', 'lunch', 'chefs_knife', 'mixing_bowl', 'dinner', 'baking_pan', 'high_protein', 'high_fiber']","['unsalted butter', 'large yellow onion', 'rye whiskey', 'kosher salt']","['unsalted butter', 'large yellow onion', 'rye whiskey', 'kosher salt']"
